rotten_id	title	year	mpaa_rating	runtime	release_theater	release_dvd	critics_rating	critics_score	audience_rating	audience_score	reviews_num
770860109	Hubble 3D	2010	G	44	2010-03-19	2011-03-29	86	Fresh	87	Upright	37
770805910	Greenberg	2010	R	100	2010-03-26	2010-07-13	75	Certified Fresh	42	Spilled	162
770803015	Kimjongilia	2008	Unrated	75	2009-01-18	2010-10-12	64	Fresh	67	Upright	11
770863805	The Killing Jar	2010	R	92	2010-03-19	2011-02-22	0	Rotten	33	Spilled	7
770806313	City Island	2009	PG-13	100	2010-03-19	2010-08-24	81	Certified Fresh	80	Upright	99
770813651	Hot Tub Time Machine	2010	R	100	2010-03-26	2010-06-29	63	Fresh	56	Spilled	200
770813273	Chloe	2010	R	99	2010-03-26	2010-07-13	51	Rotten	39	Spilled	151
770816316	Waking Sleeping Beauty	2009	PG	86	2010-03-26	2010-11-30	71	Certified Fresh	79	Upright	49
770808365	The Last Song	2010	PG	107	2010-03-31	2010-08-17	20	Rotten	65	Upright	115
10212	Clash of the Titans	1981	PG	118	1981-06-12	2004-06-01	66	Fresh	70	Upright	46
770805268	Why Did I Get Married Too	2010	PG-13	120	2010-04-02	2010-08-31	26	Rotten	67	Upright	48
770806388	Don McKay	2009	R	87	2010-04-02	2010-06-29	40	Rotten	24	Spilled	26
770802381	The Greatest	2009	R	100	2010-04-02	2010-07-13	52	Rotten	54	Spilled	56
770808107	Date Night	2010	PG-13	107	2010-04-09	2010-08-10	67	Fresh	55	Spilled	222
770858615	Letters To God	2009	PG	110	2010-04-09	2010-08-10	25	Rotten	74	Upright	20
770802327	When You're Strange	2009	R	90	2010-04-09	2010-06-29	62	Fresh	82	Upright	68
770802078	La MISSION	2008	R	117	2010-04-09	2010-07-20	48	Rotten	73	Upright	25
770808885	The Black Waters of Echo's Pond	2009	R	92	2010-04-09	2010-10-01	22	Rotten	18	Spilled	18
770669823	Death at a Funeral	2007	R	90	2007-08-17	2008-02-26	61	Fresh	79	Upright	135
770786150	Kick-Ass	2010	R	117	2010-04-16	2010-08-03	77	Certified Fresh	80	Upright	244
770681824	The City of Your Final Destination	2010	PG-13	114	2010-04-16	2010-08-17	38	Rotten	38	Spilled	55
770860526	Exit Through The Gift Shop	2010	R	86	2010-04-16	2010-12-14	96	Certified Fresh	92	Upright	108
10182	Ocean's Eleven	2001	PG-13	117	2001-12-07	2002-05-07	82	Certified Fresh	79	Upright	169
770805262	The Back-up Plan	2010	PG-13	104	2010-04-23	2010-08-24	18	Rotten	45	Spilled	141
770818088	The Losers	2010	PG-13	98	2010-04-23	2010-07-20	49	Rotten	54	Spilled	165
770873084	Behind The Burly Q	2010	Unrated	98	2010-04-23	2011-04-11	78	Fresh	63	Upright	27
770808087	Paper Man	2009	R	110	2010-04-23	2011-01-18	31	Rotten	49	Spilled	29
770808502	Boogie Woogie	2009	R	90	2010-04-23	2010-09-14	36	Rotten	20	Spilled	22
770817002	The Human Centipede (First Sequence)	2009	R	90	2010-04-28	2010-10-05	49	Rotten	26	Spilled	92
770809279	Furry Vengeance	2010	PG	91	2010-04-30	2010-08-17	8	Rotten	31	Spilled	92
770785488	A Nightmare on Elm Street	2010	R	96	2010-04-30	2010-10-05	15	Rotten	44	Spilled	168
770808794	Harry Brown	2009	R	103	2010-04-30	2010-08-31	64	Fresh	75	Upright	123
770798723	The Good Heart	2009	R	95	2010-04-30	2010-08-10	31	Rotten	58	Spilled	36
770856682	Please Give	2010	R	90	2010-04-30	2010-10-19	87	Certified Fresh	64	Upright	134
770863967	The Infidel	2009	Unrated	105	2010-05-05	2010-10-26	65	Fresh	45	Spilled	25
770816539	The Trotsky	2009	Unrated	113	2010-05-05	2010-12-14	83	Fresh	71	Upright	12
770810558	Sex & Drugs & Rock & Roll	2010	Unrated	115	2010-05-05	2011-01-25	76	Fresh	66	Upright	39
770800493	Iron Man 2	2010	PG-13	124	2010-05-07	2010-09-28	73	Certified Fresh	73	Upright	275
770859269	Casino Jack And The United States Of Money	2010	R	120	2010-05-07	2010-09-14	83	Certified Fresh	81	Upright	71
770799466	Mother and Child	2010	R	126	2010-05-07	2010-12-14	79	Certified Fresh	76	Upright	119
770856643	The Oath	2010	Unrated	96	2010-05-07	2010-09-28	90	Fresh	75	Upright	23
770809484	OSS 117: Rio ne repond plus (Lost in Rio)	2009	Unrated	101	2010-05-07	2010-08-31	78	Certified Fresh	63	Upright	51
770859180	Multiple Sarcasms	2010	R	97	2010-05-07	2010-08-10	5	Rotten	26	Spilled	20
770816008	Trash Humpers	2009	Unrated	74	2010-05-07	2010-11-30	58	Rotten	44	Spilled	38
770802477	Metropia	2009	Unrated	86	2010-05-12	2010-11-16	40	Rotten	56	Spilled	6
770866453	Just Wright	2010	PG	101	2010-05-14	2010-09-14	45	Rotten	61	Upright	107
770814003	Letters to Juliet	2010	PG	105	2010-05-14	2010-09-14	40	Rotten	62	Upright	151
770800465	Robin Hood	2010	PG-13	148	2010-05-14	2010-09-21	43	Rotten	58	Spilled	240
770807377	Looking for Eric	2009	Unrated	116	2010-05-14	2009-10-12	84	Certified Fresh	78	Upright	98
770866454	Princess Ka'iulani	2009	PG	97	2010-05-14	2010-09-14	18	Rotten	44	Spilled	38
770859275	Daddy Longlegs	2010	Unrated	98	2010-05-14	2010-09-01	83	Fresh	52	Spilled	31
770806332	Here and There	2009	Unrated	90	2010-05-14	2010-07-13	67	Fresh	67	Upright	12
770792906	Touching Home	2008	PG-13	108	2010-04-29	2010-10-01	50	Rotten	75	Upright	14
770814361	MacGruber	2010	R	90	2010-05-21	2010-09-07	47	Rotten	33	Spilled	134
770810590	Shrek Forever After	2010	PG	93	2010-05-21	2010-12-07	58	Rotten	54	Spilled	190
770856061	Holy Rollers	2010	R	89	2010-05-21	2010-10-05	51	Rotten	33	Spilled	90
770809805	Racing Dreams	2009	PG	95	2010-05-21	2010-11-01	100	Fresh	74	Upright	24
770808446	Solitary Man	2009	R	90	2010-05-21	2010-09-07	81	Certified Fresh	50	Spilled	95
771200723	John Rabe	2008	Unrated	134	2010-06-04	2010-09-07	75	Fresh	75	Upright	32
770800141	Perrier's Bounty	2009	Unrated	88	2010-05-21	2010-08-16	57	Rotten	47	Spilled	42
770805765	Sex and the City 2	2010	R	147	2010-05-27	2010-10-26	15	Rotten	43	Spilled	201
770671910	Prince of Persia: The Sands of Time	2010	PG-13	116	2010-05-28	2010-09-14	36	Rotten	58	Spilled	216
770799687	Survival of the Dead	2009	R	90	2010-05-28	2010-04-30	30	Rotten	20	Spilled	88
770853191	The Father of My Children (Le pere de mes enfants)	2008	Unrated	112	2010-05-28	2010-06-21	91	Certified Fresh	60	Upright	56
770686296	Micmacs (Micmacs a tire-larigot)	2010	R	105	2010-05-28	2010-12-14	74	Certified Fresh	74	Upright	135
770802482	Agora	2009	R	126	2010-05-28	2010-10-09	53	Rotten	65	Upright	89
14295	The Last Shot	2004	R	93	2004-09-24	2005-05-10	61	Fresh	31	Spilled	74
770810640	Get Him to the Greek	2010	R	109	2010-06-04	2010-09-28	73	Certified Fresh	63	Upright	190
770809889	Killers	2010	PG-13	100	2010-06-04	2010-09-07	11	Rotten	41	Spilled	104
770814362	Marmaduke	2010	PG	88	2010-06-04	2010-08-31	9	Rotten	42	Spilled	99
770682093	Splice	2010	R	100	2010-06-04	2010-10-05	74	Certified Fresh	37	Spilled	184
770783567	Ondine	2009	PG-13	111	2010-06-04	2010-09-21	69	Fresh	60	Upright	96
770807514	Living in Emergency: Stories of Doctors Without Borders	2008	Unrated	93	2010-06-04	2010-12-01	93	Fresh	72	Upright	29
770802478	Rosencrantz and Guildenstern Are Undead	2010	Unrated	85	2010-06-04	2010-11-09	43	Rotten	35	Spilled	15
770814698	Raajneeti	2010	Unrated	170	2010-06-04	2010-08-12	0	Rotten	64	Upright	6
770818629	Finding Bliss	2008	R	98	2009-12-01	2010-08-03	26	Rotten	29	Spilled	19
770681977	The A-Team	2010	PG-13	119	2010-06-11	2010-12-14	47	Rotten	66	Upright	203
770813677	The Karate Kid	2010	PG	140	2010-06-11	2010-10-05	66	Fresh	68	Upright	202
770856649	Winter's Bone	2010	R	99	2010-06-11	2010-10-26	94	Certified Fresh	76	Upright	161
770859300	Joan Rivers: A Piece Of Work	2010	R	84	2010-06-11	2010-12-14	91	Certified Fresh	81	Upright	100
770808836	Coco Chanel & Igor Stravinsky	2009	R	118	2010-06-11	2010-09-28	52	Rotten	42	Spilled	90
770805421	Jonah Hex	2010	PG-13	84	2010-06-18	2010-10-12	12	Rotten	20	Spilled	146
770672122	Toy Story 3	2010	G	103	2010-06-18	2010-11-02	99	Certified Fresh	89	Upright	266
770856624	Cyrus	2010	R	91	2010-06-18	2010-12-14	80	Certified Fresh	54	Spilled	154
770817666	I Am Love	2010	R	120	2010-06-18	2010-10-12	80	Certified Fresh	68	Upright	122
770871812	The Killer Inside Me	2010	R	108	2010-06-18	2010-09-28	54	Rotten	40	Spilled	125
770856607	8: The Mormon Proposition	2010	R	78	2010-06-18	2010-07-13	63	Fresh	71	Upright	35
770771659	The Amazing Spider-Man	2012	PG-13	136	2012-07-03	2012-11-09	73	Certified Fresh	77	Upright	283
771035609	Stonewall Uprising	2010	PG-13	82	2010-06-16	2011-03-01	84	Fresh	77	Upright	31
321778143	Le Amiche	1955	Unrated	104	1955-01-01	2001-08-07	100	Fresh	81	Upright	13
770820013	Knight & Day	2010	PG-13	109	2010-06-23	2010-11-30	53	Rotten	49	Spilled	219
770820049	South of the Border	2010	PG	78	2010-06-25	2010-10-05	50	Rotten	69	Upright	54
770816905	Wild Grass (Les Herbes Folles)	2009	PG	104	2010-06-25	2010-10-26	66	Fresh	38	Spilled	83
770816906	Dogtooth (Kynodontas)	2009	R	96	2010-06-25	2011-01-25	92	Certified Fresh	74	Upright	61
770856680	Restrepo	2010	R	93	2010-06-25	2010-12-07	96	Certified Fresh	88	Upright	111
395113222	Otona no miru ehon - Umarete wa mita keredo (I Was Born, But ) (Children of Tokyo)	1932	Unrated	100	1932-01-01	2008-04-22	100	Fresh	91	Upright	21
770805388	The Twilight Saga: Eclipse	2010	PG-13	124	2010-06-30	2010-12-04	49	Rotten	60	Upright	234
770810564	Love Ranch	2010	R	117	2010-06-30	2010-11-09	12	Rotten	29	Spilled	51
770805417	The Last Airbender	2010	PG	103	2010-07-01	2010-11-16	6	Rotten	31	Spilled	175
770806353	Only When I Dance (Vida Ballet)	2009	Unrated	78	2010-06-25	2010-12-01	92	Fresh	75	Upright	12
770819639	Great Directors	2009	Unrated	86	2010-07-02	2011-11-08	64	Fresh	42	Spilled	36
771245727	Despicable Me 2	2013	PG	98	2013-07-03	2013-12-10	75	Certified Fresh	85	Upright	170
770817667	Predators	2010	R	107	2010-07-09	2010-10-19	63	Fresh	51	Spilled	189
770819676	The Kids Are All Right	2010	R	104	2010-07-09	2010-11-16	93	Certified Fresh	73	Upright	209
770809072	Winnebago Man	2010	Unrated	85	2010-07-09	2010-11-02	90	Certified Fresh	79	Upright	59
770683095	[Rec] 2	2009	R	84	2010-07-09	2009-07-14	71	Fresh	60	Upright	68
770812585	The Girl Who Played with Fire (Flickan som lekte med elden)	2009	R	130	2010-07-09	2010-10-26	69	Fresh	68	Upright	153
770810534	Valhalla Rising	2009	Unrated	90	2010-07-16	2010-11-30	71	Fresh	49	Spilled	55
770796548	The Sorcerer's Apprentice	2010	PG	111	2010-07-14	2010-11-30	41	Rotten	53	Spilled	166
770805418	Inception	2010	PG-13	148	2010-07-16	2010-12-07	86	Certified Fresh	91	Upright	291
770789898	Kisses	2010	Unrated	82	2010-07-16	2010-10-26	85	Certified Fresh	79	Upright	53
771202039	Standing Ovation	2010	PG	108	2010-07-16	2010-12-01	6	Rotten	46	Spilled	17
771204685	Fred: The Movie	2010	Unrated	82	2010-09-18	2010-10-05	0	Rotten	30	Spilled	14
771221507	The Secret World of Arrietty	2012	G	94	2012-02-17	2012-05-22	94	Certified Fresh	85	Upright	122
770805265	Ramona and Beezus	2010	G	103	2010-07-23	2010-11-09	70	Certified Fresh	72	Upright	87
770805753	Salt	2010	PG-13	100	2010-07-23	2010-12-21	62	Fresh	59	Spilled	232
770856698	Countdown to Zero	2010	PG	90	2010-07-23	2010-11-23	81	Certified Fresh	73	Upright	88
771202391	Spoken Word	2009	Unrated	116	2010-07-23	2010-10-12	46	Rotten	38	Spilled	14
770810774	Mugabe and the White African	2010	Unrated	90	2010-07-23	2010-12-14	97	Fresh	90	Upright	34
770681055	Life During Wartime	2009	R	97	2010-07-23	2011-07-26	69	Certified Fresh	48	Spilled	99
770805223	Cats & Dogs: The Revenge of Kitty Galore	2010	PG	82	2010-07-30	2010-11-16	14	Rotten	38	Spilled	97
770859139	Charlie St. Cloud	2010	PG-13	98	2010-07-30	2010-11-09	27	Rotten	61	Upright	125
770807431	Dinner for Schmucks	2010	PG-13	114	2010-07-30	2011-01-04	42	Rotten	43	Spilled	189
770815592	The Extra Man	2010	R	108	2010-07-30	2010-11-16	43	Rotten	37	Spilled	70
770805751	The Dry Land	2010	R	92	2010-07-30	2010-11-09	61	Fresh	47	Spilled	23
771203827	Hugh Hefner: Playboy, Activist and Rebel	2009	R	135	2010-07-30	2011-01-01	60	Fresh	68	Upright	46
770813760	What's the Matter with Kansas?	2009	Unrated	90	2009-09-15	2011-01-25	60	Fresh	59	Spilled	15
770859336	Smash His Camera	2010	PG-13	88	2010-07-30	2010-10-19	80	Fresh	62	Upright	20
770808815	Get Low	2010	PG-13	103	2010-07-30	2011-02-22	84	Certified Fresh	75	Upright	140
770683156	Flipped	2010	PG	89	2010-08-06	2010-11-23	55	Rotten	79	Upright	73
770816171	The Other Guys	2010	PG-13	107	2010-08-06	2010-12-14	79	Certified Fresh	59	Spilled	196
248007821	Step Up	2006	PG-13	103	2006-08-11	2006-12-19	19	Rotten	83	Upright	109
770817239	The Disappearance of Alice Creed	2009	R	100	2010-08-06	2010-11-23	82	Certified Fresh	67	Upright	92
770809186	Middle Men	2010	R	112	2010-08-06	2011-02-08	40	Rotten	56	Spilled	52
770674198	The Taking of Pelham 1 2 3	2009	R	106	2009-06-12	2009-11-03	51	Rotten	52	Spilled	221
770872129	The Wildest Dream: Conquest of Everest	2009	PG	94	2010-08-06	2011-03-15	76	Fresh	71	Upright	34
770872527	Brotherhood	2011	R	81	2011-02-18	2011-05-17	54	Rotten	57	Spilled	28
770817176	Cairo Time	2009	PG	88	2010-08-06	2010-11-30	81	Certified Fresh	61	Upright	77
770857925	Eat Pray Love	2010	PG-13	133	2010-08-13	2010-11-23	36	Rotten	42	Spilled	195
771238417	The Expendables 2	2012	R	102	2012-08-17	2012-11-20	65	Fresh	68	Upright	123
770782775	Scott Pilgrim vs. the World	2010	PG-13	113	2010-08-13	2010-11-09	82	Certified Fresh	83	Upright	245
432512411	Gedo senki (Tales from Earthsea)	2006	PG-13	115	2010-08-13	2011-03-08	42	Rotten	47	Spilled	36
770817885	La Soga (The Butcher's Son)	2009	R	103	2010-08-13	2011-05-03	44	Rotten	73	Upright	17
770856621	Peepli Live	2010	Unrated	106	2010-08-13	2010-12-21	83	Fresh	73	Upright	24
770872894	The People I've Slept With	2010	Unrated	89	2010-08-13	2011-03-22	27	Rotten	38	Spilled	12
770798687	Salt of This Sea (Milh Hadha al-Bahr)	2008	Unrated	105	2010-08-13	2011-06-07	54	Rotten	65	Upright	16
771201458	Vampires Suck	2010	PG-13	82	2010-08-18	2010-11-30	5	Rotten	30	Spilled	84
770859186	A Film Unfinished	2010	Unrated	89	2010-08-18	2011-01-01	97	Certified Fresh	85	Upright	62
770863869	Lottery Ticket	2010	PG-13	99	2010-08-20	2010-11-16	34	Rotten	45	Spilled	80
16818	Piranha	1978	R	92	1978-08-03	1999-11-19	72	Fresh	42	Spilled	29
770810632	The Switch	2010	PG-13	101	2010-08-20	2011-03-15	51	Rotten	45	Spilled	147
770807574	Mao's Last Dancer	2010	PG	117	2010-08-20	2011-05-03	55	Rotten	77	Upright	75
770690957	Soul Kitchen	2009	Unrated	99	2010-08-20	2010-12-21	73	Certified Fresh	75	Upright	59
770874812	The Tillman Story	2010	R	95	2010-08-20	2011-02-01	93	Certified Fresh	91	Upright	82
770874813	The Last Exorcism	2010	PG-13	87	2010-08-27	2011-01-04	72	Fresh	34	Spilled	151
770803979	Takers	2010	PG-13	107	2010-08-27	2011-01-18	28	Rotten	62	Upright	110
665118753	Avatar	2009	PG-13	162	2009-12-18	2010-04-22	83	Certified Fresh	82	Upright	293
770805346	The Milk of Sorrow (La Teta Asustada)	2009	Unrated	94	2010-08-27	2010-12-07	81	Fresh	67	Upright	37
770809514	Centurion	2010	R	97	2010-08-27	2010-11-02	59	Rotten	43	Spilled	103
770808364	Going the Distance	2010	R	97	2010-09-03	2010-11-30	53	Rotten	53	Spilled	160
770672158	Machete	2010	R	105	2010-09-03	2011-01-04	72	Certified Fresh	64	Upright	180
770816172	Resident Evil: Afterlife	2010	R	97	2010-09-10	2010-12-28	23	Rotten	49	Spilled	97
771204351	The Virginity Hit	2010	R	86	2010-09-10	2011-01-18	29	Rotten	32	Spilled	50
771087228	Never Let Me Go	2010	R	104	2010-09-15	2010-09-21	70	Fresh	71	Upright	168
770789904	Alpha and Omega	2010	PG	88	2010-09-17	2011-01-11	16	Rotten	41	Spilled	57
771203480	Devil	2010	PG-13	80	2010-09-17	2010-12-21	52	Rotten	44	Spilled	93
770813310	Easy A	2010	PG-13	92	2010-09-17	2010-12-21	85	Certified Fresh	77	Upright	178
770814363	The Town	2010	R	151	2010-09-17	2010-12-17	94	Certified Fresh	84	Upright	213
770856706	Catfish	2010	PG-13	86	2010-09-17	2011-01-04	80	Certified Fresh	71	Upright	144
770814193	Jack Goes Boating	2010	R	91	2010-09-17	2011-01-18	68	Fresh	48	Spilled	105
771035497	Last Day of Summer	2010	R	85	2010-09-17	2010-10-26	17	Rotten	21	Spilled	6
770790557	Leaves of Grass	2010	R	104	2010-04-02	2010-10-12	59	Rotten	50	Spilled	37
770874814	You Will Meet a Tall Dark Stranger	2010	R	98	2010-09-22	2011-02-15	46	Rotten	34	Spilled	129
770866920	Legend of the Guardians: The Owls of Ga'Hoole	2010	PG	90	2010-09-24	2010-12-17	50	Rotten	64	Upright	123
770814365	Wall Street: Money Never Sleeps	2010	PG-13	133	2010-09-24	2010-12-21	55	Rotten	44	Spilled	222
770818804	You Again	2010	PG	105	2010-09-24	2011-02-08	17	Rotten	43	Spilled	94
770819772	Buried	2010	R	95	2010-09-24	2011-01-18	87	Certified Fresh	64	Upright	151
770809264	Like Dandelion Dust	2010	PG-13	100	2010-09-24	2011-01-25	80	Fresh	76	Upright	15
770812758	Norwegian Wood	2012	Unrated	133	2012-01-06	2012-05-15	75	Certified Fresh	50	Spilled	61
770680570	Case 39	2010	R	109	2010-10-01	2011-01-04	22	Rotten	40	Spilled	73
770805260	Let Me In	2010	R	116	2010-10-01	2011-02-01	88	Certified Fresh	76	Upright	214
770855394	It's Kind of a Funny Story	2010	PG-13	101	2010-10-08	2011-02-08	59	Rotten	66	Upright	128
770858011	Life as We Know It	2010	PG-13	112	2010-10-08	2011-02-08	28	Rotten	61	Upright	145
770874914	My Soul to Take	2010	R	108	2010-10-08	2011-02-08	9	Rotten	27	Spilled	58
770819741	Secretariat	2010	PG	116	2010-10-08	2011-01-25	64	Fresh	76	Upright	147
771040030	I Spit On Your Grave	2010	R	108	2010-10-08	2011-02-08	34	Rotten	48	Spilled	56
771200415	Inside Job	2010	PG-13	108	2010-10-08	2011-03-08	98	Certified Fresh	91	Upright	143
770802956	Wild Target	2010	PG-13	98	2010-10-29	2011-02-08	32	Rotten	56	Spilled	53
770817089	Nowhere Boy	2010	R	98	2010-10-08	2011-01-25	79	Certified Fresh	74	Upright	138
770871631	Stone	2010	R	105	2010-10-08	2011-01-18	51	Rotten	21	Spilled	95
771042123	Tamara Drewe	2010	R	111	2010-10-08	2011-02-08	66	Certified Fresh	43	Spilled	121
287865350	Jackass: Number Two	2006	R	92	2006-09-22	2006-12-26	63	Fresh	81	Upright	106
770860164	Red	2010	PG-13	111	2010-10-15	2011-01-25	71	Certified Fresh	72	Upright	195
770863872	Hereafter	2010	PG-13	126	2010-10-22	2011-03-15	46	Rotten	38	Spilled	218
770874913	Paranormal Activity 2	2010	R	91	2010-10-22	2011-02-08	58	Rotten	49	Spilled	130
8918	Saw II	2005	R	92	2005-10-28	2006-02-14	36	Rotten	59	Spilled	124
770854178	The Girl Who Kicked the Hornet's Nest	2009	R	148	2010-10-29	2011-01-25	54	Rotten	67	Upright	128
771039394	Monsters	2010	R	97	2010-10-29	2011-02-01	72	Fresh	52	Spilled	146
770814359	Due Date	2010	R	100	2010-11-05	2011-02-22	40	Rotten	52	Spilled	186
770860166	For Colored Girls	2010	R	134	2010-11-05	2011-02-08	32	Rotten	73	Upright	103
770805424	Megamind	2010	PG	96	2010-11-05	2011-02-25	73	Fresh	71	Upright	174
770676429	Transformers: Revenge of the Fallen	2009	PG-13	149	2009-06-24	2009-10-20	20	Rotten	58	Spilled	242
771028554	127 Hours	2010	R	94	2010-11-05	2011-03-01	93	Certified Fresh	85	Upright	216
770813276	Four Lions	2010	R	102	2010-11-05	2011-03-08	82	Certified Fresh	80	Upright	126
770808459	Guy and Madeline on a Park Bench	2009	Unrated	82	2010-11-05	2011-05-03	90	Fresh	61	Upright	21
770808366	Morning Glory	2010	PG-13	107	2010-11-10	2011-03-08	55	Rotten	51	Spilled	172
771203481	Skyline	2010	PG-13	92	2010-11-12	2011-03-22	15	Rotten	18	Spilled	80
770814364	Unstoppable	2010	PG-13	98	2010-11-12	2011-02-15	86	Certified Fresh	73	Upright	184
770873457	The Next Three Days	2010	PG-13	133	2010-11-19	2011-03-08	52	Rotten	66	Upright	162
771041046	Made in Dagenham	2010	R	113	2010-11-19	2011-03-29	80	Certified Fresh	75	Upright	123
770857928	Burlesque	2010	PG-13	119	2010-11-24	2011-03-01	37	Rotten	64	Upright	149
770816173	Faster	2010	R	98	2010-11-24	2011-03-01	43	Rotten	49	Spilled	109
770856056	Love and Other Drugs	2010	R	112	2010-11-24	2011-03-01	49	Rotten	53	Spilled	160
770678818	Tangled	2010	PG	100	2010-11-24	2011-03-29	89	Certified Fresh	87	Upright	186
770816664	The King's Speech	2010	PG-13	118	2010-11-26	2011-04-19	94	Certified Fresh	92	Upright	240
770738135	Black Swan	2010	R	108	2010-12-03	2011-03-29	87	Certified Fresh	84	Upright	273
770782173	I Love You Phillip Morris	2009	R	98	2010-12-03	2011-04-05	72	Certified Fresh	61	Upright	152
770808479	The Warrior's Way	2010	R	100	2010-12-03	2011-06-28	29	Rotten	47	Spilled	40
770856608	Night Catches Us	2010	R	90	2010-12-03	2011-02-01	82	Certified Fresh	67	Upright	51
770671153	The Chronicles of Narnia: The Voyage of the Dawn Treader	2010	PG	113	2010-12-10	2011-04-08	49	Rotten	59	Spilled	160
771035591	The Tourist	2010	PG-13	103	2010-12-10	2011-03-22	20	Rotten	42	Spilled	168
770805051	The Tempest	2010	PG-13	152	2010-12-10	2011-12-20	30	Rotten	28	Spilled	92
771201460	How Do You Know	2010	PG-13	121	2010-12-17	2011-03-22	32	Rotten	25	Spilled	149
770671941	The Fighter	2010	R	115	2010-12-10	2011-03-15	91	Certified Fresh	89	Upright	233
770785471	Tron Legacy	2010	PG	125	2010-12-17	2011-04-05	51	Rotten	64	Upright	230
770858010	Yogi Bear	2010	PG	82	2010-12-17	2011-03-22	13	Rotten	34	Spilled	102
770810954	Rabbit Hole	2010	PG-13	91	2010-12-17	2011-04-19	86	Certified Fresh	72	Upright	189
770685374	Little Fockers	2010	PG-13	98	2010-12-22	2011-04-05	10	Rotten	35	Spilled	146
770860165	True Grit	2010	PG-13	110	2010-12-22	2011-06-07	96	Certified Fresh	85	Upright	259
770813470	Somewhere	2010	R	98	2010-12-22	2011-04-19	71	Certified Fresh	47	Spilled	179
770808129	Gulliver's Travels	2010	PG	87	2010-12-25	2011-04-19	21	Rotten	27	Spilled	119
268342306	The Illusionist	2006	PG-13	109	2006-08-18	2007-01-09	74	Certified Fresh	83	Upright	189
771042121	Another Year	2010	PG-13	129	2010-12-29	2011-06-07	93	Certified Fresh	74	Upright	163
770728350	Blue Valentine	2010	R	114	2010-12-29	2011-05-10	87	Certified Fresh	77	Upright	190
770807659	Biutiful	2010	R	148	2010-12-29	2011-05-31	65	Fresh	75	Upright	142
770816170	Season of the Witch	2011	PG-13	92	2011-01-07	2011-06-28	10	Rotten	31	Spilled	115
771203530	Country Strong	2010	PG-13	112	2011-01-07	2011-04-12	22	Rotten	53	Spilled	131
771041141	The Dilemma	2011	PG-13	110	2011-01-14	2011-05-03	24	Rotten	29	Spilled	160
770678817	The Green Hornet	2011	PG-13	119	2011-01-14	2011-05-03	43	Rotten	44	Spilled	228
770856685	Barney's Version	2011	R	132	2011-01-14	2011-06-28	80	Certified Fresh	79	Upright	131
771225438	No Strings Attached	2011	R	108	2011-01-21	2011-05-10	49	Rotten	52	Spilled	164
770805055	The Way Back	2010	PG-13	133	2011-01-21	2011-04-22	75	Certified Fresh	72	Upright	128
770820081	The Company Men	2010	R	104	2011-01-21	2011-06-07	67	Fresh	56	Spilled	162
771022182	The Mechanic	2011	R	92	2011-01-28	2011-05-17	53	Rotten	51	Spilled	157
771041142	The Rite	2011	PG-13	114	2011-01-28	2011-05-17	21	Rotten	41	Spilled	159
771048662	Kaboom	2010	Unrated	86	2011-01-28	2011-05-31	59	Rotten	42	Spilled	93
771042125	Uncle Boonmee Who Can Recall His Past Lives	2010	Unrated	113	2011-03-02	2011-07-12	89	Certified Fresh	60	Upright	91
770813870	The Roommate	2011	PG-13	91	2011-02-04	2011-05-17	4	Rotten	27	Spilled	85
771025840	Sanctum	2011	R	103	2011-02-04	2011-06-07	30	Rotten	38	Spilled	162
770815529	The Eagle	2011	PG-13	114	2011-02-11	2011-06-21	39	Rotten	41	Spilled	148
770807381	Gnomeo and Juliet	2011	G	84	2011-02-11	2011-05-24	55	Rotten	55	Spilled	118
771228967	Just Go with It	2011	PG-13	116	2011-02-11	2011-06-07	19	Rotten	60	Upright	135
771217412	Justin Bieber: Never Say Never	2011	G	105	2011-02-11	2011-05-13	64	Fresh	65	Upright	105
771193483	Cedar Rapids	2011	R	87	2011-02-11	2011-06-21	85	Certified Fresh	60	Upright	158
771228966	Big Mommas: Like Father, Like Son	2011	PG-13	107	2011-02-18	2011-06-14	5	Rotten	58	Spilled	61
770874975	I Am Number Four	2011	PG-13	109	2011-02-18	2011-05-24	33	Rotten	58	Spilled	159
382673898	Unknown	2006	R	85	2006-11-03	2007-01-30	38	Rotten	55	Spilled	52
771041144	Hall Pass	2011	R	106	2011-02-25	2011-06-14	34	Rotten	41	Spilled	170
770810295	The Adjustment Bureau	2011	PG-13	99	2011-03-04	2011-06-21	72	Fresh	67	Upright	247
770809501	Beastly	2011	PG-13	86	2011-03-04	2011-06-28	21	Rotten	48	Spilled	92
770805425	Rango	2011	PG	107	2011-03-04	2011-07-15	88	Certified Fresh	70	Upright	212
770682020	Take Me Home Tonight	2011	R	114	2011-03-04	2011-07-19	28	Rotten	43	Spilled	115
770815449	Battle: Los Angeles	2011	PG-13	116	2011-03-11	2011-06-14	35	Rotten	48	Spilled	199
770873458	Mars Needs Moms	2011	PG	88	2011-03-11	2011-08-09	37	Rotten	41	Spilled	111
771039609	Red Riding Hood	2011	PG-13	120	2011-03-11	2011-06-14	10	Rotten	39	Spilled	193
771090722	Jane Eyre	2011	PG-13	121	2011-03-11	2011-08-16	84	Certified Fresh	76	Upright	149
771036677	Limitless	2011	PG-13	105	2011-03-18	2011-07-19	70	Fresh	73	Upright	187
771021934	The Lincoln Lawyer	2011	R	118	2011-03-10	2011-07-12	83	Certified Fresh	82	Upright	166
